scoring_title,start,stop,duration,category,sender,behaviour,receiver,bout_id,bout
2011-03-22-152016-nm-bf-anton.arch,0,300,300,Feeding,Sven,Before Feeding,NA,1,2011-03-22-152016-nm-bf-anton.arch | Feeding | Sven | Before Feeding | NA
2011-03-22-152016-nm-bf-anton.arch,0,300,300,Feeding,Unknown,Before Feeding,NA,1,2011-03-22-152016-nm-bf-anton.arch | Feeding | Unknown | Before Feeding | NA
2011-03-22-152016-nm-bf-anton.arch,0,300,300,Feeding,Willi,Before Feeding,NA,1,2011-03-22-152016-nm-bf-anton.arch | Feeding | Willi | Before Feeding | NA
2011-03-22-152016-nm-bf-anton.arch,0,60,60,Ground Level,Anton,Ground Level,NA,1,2011-03-22-152016-nm-bf-anton.arch | Ground Level | Anton | Ground Level | NA
2011-03-22-152016-nm-bf-anton.arch,0,NA,NA,Nearest neighbour,Anton,Lasse,NA,1,2011-03-22-152016-nm-bf-anton.arch | Nearest neighbour | Anton | Lasse | NA
2011-03-22-152016-nm-bf-anton.arch,0,300,300,Time.1,Anton,Afternoon,NA,1,2011-03-22-152016-nm-bf-anton.arch | Time.1 | Anton | Afternoon | NA
2011-03-22-152016-nm-bf-anton.arch,0,300,300,Time.1,Astrid,Afternoon,NA,1,2011-03-22-152016-nm-bf-anton.arch | Time.1 | Astrid | Afternoon | NA
2011-03-22-152016-nm-bf-anton.arch,0,300,300,Time.1,Elen,Afternoon,NA,1,2011-03-22-152016-nm-bf-anton.arch | Time.1 | Elen | Afternoon | NA
2011-03-22-152016-nm-bf-anton.arch,0,300,300,Time.1,Heidi,Afternoon,NA,1,2011-03-22-152016-nm-bf-anton.arch | Time.1 | Heidi | Afternoon | NA
2011-03-22-152016-nm-bf-anton.arch,0,300,300,Time.1,Jakob,Afternoon,NA,1,2011-03-22-152016-nm-bf-anton.arch | Time.1 | Jakob | Afternoon | NA
2011-03-22-152016-nm-bf-anton.arch,0,300,300,Time.1,Joey,Afternoon,NA,1,2011-03-22-152016-nm-bf-anton.arch | Time.1 | Joey | Afternoon | NA
2011-03-22-152016-nm-bf-anton.arch,0,300,300,Time.1,Jonas,Afternoon,NA,1,2011-03-22-152016-nm-bf-anton.arch | Time.1 | Jonas | Afternoon | NA
2011-03-22-152016-nm-bf-anton.arch,0,300,300,Time.1,Klara,Afternoon,NA,1,2011-03-22-152016-nm-bf-anton.arch | Time.1 | Klara | Afternoon | NA
2011-03-22-152016-nm-bf-anton.arch,0,300,300,Time.1,Lasse,Afternoon,NA,1,2011-03-22-152016-nm-bf-anton.arch | Time.1 | Lasse | Afternoon | NA
2011-03-22-152016-nm-bf-anton.arch,0,300,300,Time.1,Lena,Afternoon,NA,1,2011-03-22-152016-nm-bf-anton.arch | Time.1 | Lena | Afternoon | NA
2011-03-22-152016-nm-bf-anton.arch,0,300,300,Time.1,Mojo,Afternoon,NA,1,2011-03-22-152016-nm-bf-anton.arch | Time.1 | Mojo | Afternoon | NA
2011-03-22-152016-nm-bf-anton.arch,0,300,300,Time.1,Sophie,Afternoon,NA,1,2011-03-22-152016-nm-bf-anton.arch | Time.1 | Sophie | Afternoon | NA
2011-03-22-152016-nm-bf-anton.arch,0,300,300,Time.1,Sven,Afternoon,NA,1,2011-03-22-152016-nm-bf-anton.arch | Time.1 | Sven | Afternoon | NA
2011-03-22-152016-nm-bf-anton.arch,0,300,300,Time.1,Unknown,Afternoon,NA,1,2011-03-22-152016-nm-bf-anton.arch | Time.1 | Unknown | Afternoon | NA
2011-03-22-152016-nm-bf-anton.arch,0,300,300,Time.1,Willi,Afternoon,NA,1,2011-03-22-152016-nm-bf-anton.arch | Time.1 | Willi | Afternoon | NA
2011-03-22-152016-nm-bf-anton.arch,0,300,300,Total,NA,total duration,NA,NA,2011-03-22-152016-nm-bf-anton.arch | Total | total duration | NA | NA
2011-03-22-152016-nm-bf-anton.arch,13.4,23,9.6,Behavior,Anton,Manipulation,NA,1,2011-03-22-152016-nm-bf-anton.arch | Behavior | Anton | Manipulation | NA
2011-03-22-152016-nm-bf-anton.arch,13.4,23,9.6,Context,Anton,Small Object Context,NA,1,2011-03-22-152016-nm-bf-anton.arch | Context | Anton | Small Object Context | NA
2011-03-22-152016-nm-bf-anton.arch,42.4,46,3.6000000000000014,Behavior,Anton,Approach,Sven,1,2011-03-22-152016-nm-bf-anton.arch | Behavior | Anton | Approach | Sven
2011-03-22-152016-nm-bf-anton.arch,46.2,52.8,6.599999999999994,Behavior,Anton,Wait and watch,Sven,1,2011-03-22-152016-nm-bf-anton.arch | Behavior | Anton | Wait and watch | Sven
2011-03-22-152016-nm-bf-anton.arch,53,56.4,3.3999999999999986,Behavior,Anton,Pilfering Try,Sven,1,2011-03-22-152016-nm-bf-anton.arch | Behavior | Anton | Pilfering Try | Sven
2011-03-22-152016-nm-bf-anton.arch,76.8,95,18.200000000000003,Behavior,Anton,Manipulation,NA,2,2011-03-22-152016-nm-bf-anton.arch | Behavior | Anton | Manipulation | NA
2011-03-22-152016-nm-bf-anton.arch,76.8,95,18.200000000000003,Context,Anton,Small Object Context,NA,2,2011-03-22-152016-nm-bf-anton.arch | Context | Anton | Small Object Context | NA
2011-03-22-152016-nm-bf-anton.arch,165.6,165.6,0,Contact Sit,Sven,Initiate Contact sit,Anton,1,2011-03-22-152016-nm-bf-anton.arch | Contact Sit | Sven | Initiate Contact sit | Anton
2011-03-22-152016-nm-bf-anton.arch,165.8,168,2.1999999999999886,Behavior,Anton,Touch touch bill,Sven,1,2011-03-22-152016-nm-bf-anton.arch | Behavior | Anton | Touch touch bill | Sven
2011-03-22-152016-nm-bf-anton.arch,165.8,300,134.2,Contact Sit,Anton,Contact Sit,Sven,1,2011-03-22-152016-nm-bf-anton.arch | Contact Sit | Anton | Contact Sit | Sven
2011-03-22-152016-nm-bf-anton.arch,183.6,186,2.4000000000000057,Behavior,Anton,Touch touch bill,Sven,2,2011-03-22-152016-nm-bf-anton.arch | Behavior | Anton | Touch touch bill | Sven
2011-03-22-152016-nm-bf-anton.arch,233.6,241.2,7.599999999999994,Behavior,Anton,Touch Touch,Sven,1,2011-03-22-152016-nm-bf-anton.arch | Behavior | Anton | Touch Touch | Sven
2011-03-22-152016-nm-bf-anton.arch,300,NA,NA,Nearest neighbour,Anton,Sven,NA,1,2011-03-22-152016-nm-bf-anton.arch | Nearest neighbour | Anton | Sven | NA
2011-03-22-152659-nm-bf-sophie.arch,0,550.2,550.2,Feeding,Anton,Before Feeding,NA,1,2011-03-22-152659-nm-bf-sophie.arch | Feeding | Anton | Before Feeding | NA
2011-03-22-152659-nm-bf-sophie.arch,0,550.2,550.2,Feeding,Astrid,Before Feeding,NA,1,2011-03-22-152659-nm-bf-sophie.arch | Feeding | Astrid | Before Feeding | NA
2011-03-22-152659-nm-bf-sophie.arch,0,550.2,550.2,Feeding,Elen,Before Feeding,NA,1,2011-03-22-152659-nm-bf-sophie.arch | Feeding | Elen | Before Feeding | NA
2011-03-22-152659-nm-bf-sophie.arch,0,550.2,550.2,Feeding,Heidi,Before Feeding,NA,1,2011-03-22-152659-nm-bf-sophie.arch | Feeding | Heidi | Before Feeding | NA
2011-03-22-152659-nm-bf-sophie.arch,0,550.2,550.2,Feeding,Jakob,Before Feeding,NA,1,2011-03-22-152659-nm-bf-sophie.arch | Feeding | Jakob | Before Feeding | NA
2011-03-22-152659-nm-bf-sophie.arch,0,550.2,550.2,Feeding,Joey,Before Feeding,NA,1,2011-03-22-152659-nm-bf-sophie.arch | Feeding | Joey | Before Feeding | NA
2011-03-22-152659-nm-bf-sophie.arch,0,550.2,550.2,Feeding,Jonas,Before Feeding,NA,1,2011-03-22-152659-nm-bf-sophie.arch | Feeding | Jonas | Before Feeding | NA
2011-03-22-152659-nm-bf-sophie.arch,0,550.2,550.2,Feeding,Klara,Before Feeding,NA,1,2011-03-22-152659-nm-bf-sophie.arch | Feeding | Klara | Before Feeding | NA
2011-03-22-152659-nm-bf-sophie.arch,0,550.2,550.2,Feeding,Lasse,Before Feeding,NA,1,2011-03-22-152659-nm-bf-sophie.arch | Feeding | Lasse | Before Feeding | NA
2011-03-22-152659-nm-bf-sophie.arch,0,550.2,550.2,Feeding,Lena,Before Feeding,NA,1,2011-03-22-152659-nm-bf-sophie.arch | Feeding | Lena | Before Feeding | NA
2011-03-22-152659-nm-bf-sophie.arch,0,550.2,550.2,Feeding,Mojo,Before Feeding,NA,1,2011-03-22-152659-nm-bf-sophie.arch | Feeding | Mojo | Before Feeding | NA
2011-03-22-152659-nm-bf-sophie.arch,0,550.2,550.2,Feeding,Sophie,Before Feeding,NA,1,2011-03-22-152659-nm-bf-sophie.arch | Feeding | Sophie | Before Feeding | NA
2011-03-22-152659-nm-bf-sophie.arch,0,550.2,550.2,Feeding,Sven,Before Feeding,NA,1,2011-03-22-152659-nm-bf-sophie.arch | Feeding | Sven | Before Feeding | NA
2011-03-22-152659-nm-bf-sophie.arch,0,550.2,550.2,Feeding,Unknown,Before Feeding,NA,1,2011-03-22-152659-nm-bf-sophie.arch | Feeding | Unknown | Before Feeding | NA
2011-03-22-152659-nm-bf-sophie.arch,0,550.2,550.2,Feeding,Willi,Before Feeding,NA,1,2011-03-22-152659-nm-bf-sophie.arch | Feeding | Willi | Before Feeding | NA
2011-03-22-152659-nm-bf-sophie.arch,0,NA,NA,Nearest neighbour,Sophie,Lena,NA,1,2011-03-22-152659-nm-bf-sophie.arch | Nearest neighbour | Sophie | Lena | NA
2011-03-22-152659-nm-bf-sophie.arch,0,550.2,550.2,Time.1,Anton,Afternoon,NA,1,2011-03-22-152659-nm-bf-sophie.arch | Time.1 | Anton | Afternoon | NA
2011-03-22-152659-nm-bf-sophie.arch,0,550.2,550.2,Time.1,Astrid,Afternoon,NA,1,2011-03-22-152659-nm-bf-sophie.arch | Time.1 | Astrid | Afternoon | NA
2011-03-22-152659-nm-bf-sophie.arch,0,550.2,550.2,Time.1,Elen,Afternoon,NA,1,2011-03-22-152659-nm-bf-sophie.arch | Time.1 | Elen | Afternoon | NA
2011-03-22-152659-nm-bf-sophie.arch,0,550.2,550.2,Time.1,Heidi,Afternoon,NA,1,2011-03-22-152659-nm-bf-sophie.arch | Time.1 | Heidi | Afternoon | NA
2011-03-22-152659-nm-bf-sophie.arch,0,550.2,550.2,Time.1,Jakob,Afternoon,NA,1,2011-03-22-152659-nm-bf-sophie.arch | Time.1 | Jakob | Afternoon | NA
2011-03-22-152659-nm-bf-sophie.arch,0,550.2,550.2,Time.1,Joey,Afternoon,NA,1,2011-03-22-152659-nm-bf-sophie.arch | Time.1 | Joey | Afternoon | NA
2011-03-22-152659-nm-bf-sophie.arch,0,550.2,550.2,Time.1,Jonas,Afternoon,NA,1,2011-03-22-152659-nm-bf-sophie.arch | Time.1 | Jonas | Afternoon | NA
2011-03-22-152659-nm-bf-sophie.arch,0,550.2,550.2,Time.1,Klara,Afternoon,NA,1,2011-03-22-152659-nm-bf-sophie.arch | Time.1 | Klara | Afternoon | NA
2011-03-22-152659-nm-bf-sophie.arch,0,550.2,550.2,Time.1,Lasse,Afternoon,NA,1,2011-03-22-152659-nm-bf-sophie.arch | Time.1 | Lasse | Afternoon | NA
2011-03-22-152659-nm-bf-sophie.arch,0,550.2,550.2,Time.1,Lena,Afternoon,NA,1,2011-03-22-152659-nm-bf-sophie.arch | Time.1 | Lena | Afternoon | NA
2011-03-22-152659-nm-bf-sophie.arch,0,550.2,550.2,Time.1,Mojo,Afternoon,NA,1,2011-03-22-152659-nm-bf-sophie.arch | Time.1 | Mojo | Afternoon | NA
2011-03-22-152659-nm-bf-sophie.arch,0,550.2,550.2,Time.1,Sophie,Afternoon,NA,1,2011-03-22-152659-nm-bf-sophie.arch | Time.1 | Sophie | Afternoon | NA
2011-03-22-152659-nm-bf-sophie.arch,0,550.2,550.2,Time.1,Sven,Afternoon,NA,1,2011-03-22-152659-nm-bf-sophie.arch | Time.1 | Sven | Afternoon | NA
2011-03-22-152659-nm-bf-sophie.arch,0,550.2,550.2,Time.1,Unknown,Afternoon,NA,1,2011-03-22-152659-nm-bf-sophie.arch | Time.1 | Unknown | Afternoon | NA
2011-03-22-152659-nm-bf-sophie.arch,0,550.2,550.2,Time.1,Willi,Afternoon,NA,1,2011-03-22-152659-nm-bf-sophie.arch | Time.1 | Willi | Afternoon | NA
2011-03-22-152659-nm-bf-sophie.arch,0,550.2,550.2,Total,NA,total duration,NA,NA,2011-03-22-152659-nm-bf-sophie.arch | Total | total duration | NA | NA
2011-03-22-152659-nm-bf-sophie.arch,92.2,367.6,275.40000000000003,Ground Level,Sophie,Ground Level,NA,1,2011-03-22-152659-nm-bf-sophie.arch | Ground Level | Sophie | Ground Level | NA
2011-03-22-152659-nm-bf-sophie.arch,99,133.4,34.400000000000006,General,Sophie,out of sight,NA,1,2011-03-22-152659-nm-bf-sophie.arch | General | Sophie | out of sight | NA
2011-03-22-152659-nm-bf-sophie.arch,147.4,164.8,17.400000000000006,Behavior,Sophie,Manipulation,NA,1,2011-03-22-152659-nm-bf-sophie.arch | Behavior | Sophie | Manipulation | NA
2011-03-22-152659-nm-bf-sophie.arch,147.4,164.8,17.400000000000006,Context,Sophie,Small Object Context,NA,1,2011-03-22-152659-nm-bf-sophie.arch | Context | Sophie | Small Object Context | NA
2011-03-22-152659-nm-bf-sophie.arch,171.8,209.6,37.79999999999998,Behavior,Sophie,Manipulation,NA,2,2011-03-22-152659-nm-bf-sophie.arch | Behavior | Sophie | Manipulation | NA
2011-03-22-152659-nm-bf-sophie.arch,171.8,209.6,37.79999999999998,Context,Sophie,Small Object Context,NA,2,2011-03-22-152659-nm-bf-sophie.arch | Context | Sophie | Small Object Context | NA
2011-03-22-152659-nm-bf-sophie.arch,236.8,367.6,130.8,General,Sophie,out of sight,NA,2,2011-03-22-152659-nm-bf-sophie.arch | General | Sophie | out of sight | NA
2011-03-22-152659-nm-bf-sophie.arch,367.6,404.6,37,Contact Sit,Sophie,Contact Sit,Lena,1,2011-03-22-152659-nm-bf-sophie.arch | Contact Sit | Sophie | Contact Sit | Lena
2011-03-22-152659-nm-bf-sophie.arch,404.8,404.8,0,Contact Sit,Sophie,Terminate Contact sit,Lena,1,2011-03-22-152659-nm-bf-sophie.arch | Contact Sit | Sophie | Terminate Contact sit | Lena
2011-03-22-152659-nm-bf-sophie.arch,405,436.6,31.600000000000023,General,Sophie,out of sight,NA,3,2011-03-22-152659-nm-bf-sophie.arch | General | Sophie | out of sight | NA
2011-03-22-152659-nm-bf-sophie.arch,517.6,517.6,0,Contact Sit,Sophie,Initiate Contact sit,Lena,1,2011-03-22-152659-nm-bf-sophie.arch | Contact Sit | Sophie | Initiate Contact sit | Lena
2011-03-22-152659-nm-bf-sophie.arch,517.8,550.2,32.40000000000009,Contact Sit,Sophie,Contact Sit,Lena,2,2011-03-22-152659-nm-bf-sophie.arch | Contact Sit | Sophie | Contact Sit | Lena
2011-03-22-152659-nm-bf-sophie.arch,550.2,NA,NA,Nearest neighbour,Sophie,Lena,NA,2,2011-03-22-152659-nm-bf-sophie.arch | Nearest neighbour | Sophie | Lena | NA
2011-03-22-153940-nm-bf-jakob.arch,0,21.8,21.8,Behavior,Jakob,Preening,Klara,1,2011-03-22-153940-nm-bf-jakob.arch | Behavior | Jakob | Preening | Klara
2011-03-22-153940-nm-bf-jakob.arch,0,85.8,85.8,Contact Sit,Jakob,Contact Sit,Klara,1,2011-03-22-153940-nm-bf-jakob.arch | Contact Sit | Jakob | Contact Sit | Klara
2011-03-22-153940-nm-bf-jakob.arch,0,300,300,Feeding,Anton,Before Feeding,NA,1,2011-03-22-153940-nm-bf-jakob.arch | Feeding | Anton | Before Feeding | NA
2011-03-22-153940-nm-bf-jakob.arch,0,300,300,Feeding,Astrid,Before Feeding,NA,1,2011-03-22-153940-nm-bf-jakob.arch | Feeding | Astrid | Before Feeding | NA
2011-03-22-153940-nm-bf-jakob.arch,0,300,300,Feeding,Elen,Before Feeding,NA,1,2011-03-22-153940-nm-bf-jakob.arch | Feeding | Elen | Before Feeding | NA
2011-03-22-153940-nm-bf-jakob.arch,0,300,300,Feeding,Heidi,Before Feeding,NA,1,2011-03-22-153940-nm-bf-jakob.arch | Feeding | Heidi | Before Feeding | NA
2011-03-22-153940-nm-bf-jakob.arch,0,300,300,Feeding,Jakob,Before Feeding,NA,1,2011-03-22-153940-nm-bf-jakob.arch | Feeding | Jakob | Before Feeding | NA
2011-03-22-153940-nm-bf-jakob.arch,0,300,300,Feeding,Joey,Before Feeding,NA,1,2011-03-22-153940-nm-bf-jakob.arch | Feeding | Joey | Before Feeding | NA
2011-03-22-153940-nm-bf-jakob.arch,0,300,300,Feeding,Jonas,Before Feeding,NA,1,2011-03-22-153940-nm-bf-jakob.arch | Feeding | Jonas | Before Feeding | NA
2011-03-22-153940-nm-bf-jakob.arch,0,300,300,Feeding,Klara,Before Feeding,NA,1,2011-03-22-153940-nm-bf-jakob.arch | Feeding | Klara | Before Feeding | NA
2011-03-22-153940-nm-bf-jakob.arch,0,300,300,Feeding,Lasse,Before Feeding,NA,1,2011-03-22-153940-nm-bf-jakob.arch | Feeding | Lasse | Before Feeding | NA
2011-03-22-153940-nm-bf-jakob.arch,0,300,300,Feeding,Lena,Before Feeding,NA,1,2011-03-22-153940-nm-bf-jakob.arch | Feeding | Lena | Before Feeding | NA
2011-03-22-153940-nm-bf-jakob.arch,0,300,300,Feeding,Mojo,Before Feeding,NA,1,2011-03-22-153940-nm-bf-jakob.arch | Feeding | Mojo | Before Feeding | NA
2011-03-22-153940-nm-bf-jakob.arch,0,300,300,Feeding,Sophie,Before Feeding,NA,1,2011-03-22-153940-nm-bf-jakob.arch | Feeding | Sophie | Before Feeding | NA
2011-03-22-153940-nm-bf-jakob.arch,0,300,300,Feeding,Sven,Before Feeding,NA,1,2011-03-22-153940-nm-bf-jakob.arch | Feeding | Sven | Before Feeding | NA
2011-03-22-153940-nm-bf-jakob.arch,0,300,300,Feeding,Unknown,Before Feeding,NA,1,2011-03-22-153940-nm-bf-jakob.arch | Feeding | Unknown | Before Feeding | NA
2011-03-22-153940-nm-bf-jakob.arch,0,300,300,Feeding,Willi,Before Feeding,NA,1,2011-03-22-153940-nm-bf-jakob.arch | Feeding | Willi | Before Feeding | NA
2011-03-22-153940-nm-bf-jakob.arch,0,NA,NA,Nearest neighbour,Jakob,Klara,NA,1,2011-03-22-153940-nm-bf-jakob.arch | Nearest neighbour | Jakob | Klara | NA
2011-03-22-153940-nm-bf-jakob.arch,0,300,300,Time.1,Anton,Afternoon,NA,1,2011-03-22-153940-nm-bf-jakob.arch | Time.1 | Anton | Afternoon | NA
2011-03-22-153940-nm-bf-jakob.arch,0,300,300,Time.1,Astrid,Afternoon,NA,1,2011-03-22-153940-nm-bf-jakob.arch | Time.1 | Astrid | Afternoon | NA
2011-03-22-153940-nm-bf-jakob.arch,0,300,300,Time.1,Elen,Afternoon,NA,1,2011-03-22-153940-nm-bf-jakob.arch | Time.1 | Elen | Afternoon | NA
2011-03-22-153940-nm-bf-jakob.arch,0,300,300,Time.1,Heidi,Afternoon,NA,1,2011-03-22-153940-nm-bf-jakob.arch | Time.1 | Heidi | Afternoon | NA
2011-03-22-153940-nm-bf-jakob.arch,0,300,300,Time.1,Jakob,Afternoon,NA,1,2011-03-22-153940-nm-bf-jakob.arch | Time.1 | Jakob | Afternoon | NA
2011-03-22-153940-nm-bf-jakob.arch,0,300,300,Time.1,Joey,Afternoon,NA,1,2011-03-22-153940-nm-bf-jakob.arch | Time.1 | Joey | Afternoon | NA
2011-03-22-153940-nm-bf-jakob.arch,0,300,300,Time.1,Jonas,Afternoon,NA,1,2011-03-22-153940-nm-bf-jakob.arch | Time.1 | Jonas | Afternoon | NA
2011-03-22-153940-nm-bf-jakob.arch,0,300,300,Time.1,Klara,Afternoon,NA,1,2011-03-22-153940-nm-bf-jakob.arch | Time.1 | Klara | Afternoon | NA
2011-03-22-153940-nm-bf-jakob.arch,0,300,300,Time.1,Lasse,Afternoon,NA,1,2011-03-22-153940-nm-bf-jakob.arch | Time.1 | Lasse | Afternoon | NA
2011-03-22-153940-nm-bf-jakob.arch,0,300,300,Time.1,Lena,Afternoon,NA,1,2011-03-22-153940-nm-bf-jakob.arch | Time.1 | Lena | Afternoon | NA
2011-03-22-153940-nm-bf-jakob.arch,0,300,300,Time.1,Mojo,Afternoon,NA,1,2011-03-22-153940-nm-bf-jakob.arch | Time.1 | Mojo | Afternoon | NA
2011-03-22-153940-nm-bf-jakob.arch,0,300,300,Time.1,Sophie,Afternoon,NA,1,2011-03-22-153940-nm-bf-jakob.arch | Time.1 | Sophie | Afternoon | NA
2011-03-22-153940-nm-bf-jakob.arch,0,300,300,Time.1,Sven,Afternoon,NA,1,2011-03-22-153940-nm-bf-jakob.arch | Time.1 | Sven | Afternoon | NA
2011-03-22-153940-nm-bf-jakob.arch,0,300,300,Time.1,Unknown,Afternoon,NA,1,2011-03-22-153940-nm-bf-jakob.arch | Time.1 | Unknown | Afternoon | NA
2011-03-22-153940-nm-bf-jakob.arch,0,300,300,Time.1,Willi,Afternoon,NA,1,2011-03-22-153940-nm-bf-jakob.arch | Time.1 | Willi | Afternoon | NA
2011-03-22-153940-nm-bf-jakob.arch,0,300,300,Total,NA,total duration,NA,NA,2011-03-22-153940-nm-bf-jakob.arch | Total | total duration | NA | NA
2011-03-22-153940-nm-bf-jakob.arch,2.2,NA,NA,Acoustic,Lena,Food Call,Jakob,1,2011-03-22-153940-nm-bf-jakob.arch | Acoustic | Lena | Food Call | Jakob
2011-03-22-153940-nm-bf-jakob.arch,7.8,NA,NA,Acoustic,Lena,Food Call,Jakob,2,2011-03-22-153940-nm-bf-jakob.arch | Acoustic | Lena | Food Call | Jakob
2011-03-22-153940-nm-bf-jakob.arch,11.2,NA,NA,Acoustic,Lena,Food Call,Jakob,3,2011-03-22-153940-nm-bf-jakob.arch | Acoustic | Lena | Food Call | Jakob
2011-03-22-153940-nm-bf-jakob.arch,15.6,NA,NA,Acoustic,Lena,Food Call,Jakob,4,2011-03-22-153940-nm-bf-jakob.arch | Acoustic | Lena | Food Call | Jakob
2011-03-22-153940-nm-bf-jakob.arch,18.6,NA,NA,Acoustic,Lena,Food Call,Jakob,5,2011-03-22-153940-nm-bf-jakob.arch | Acoustic | Lena | Food Call | Jakob
2011-03-22-153940-nm-bf-jakob.arch,22,28,6,Behavior,Jakob,Touch touch bill,Klara,1,2011-03-22-153940-nm-bf-jakob.arch | Behavior | Jakob | Touch touch bill | Klara
2011-03-22-153940-nm-bf-jakob.arch,22.6,NA,NA,Acoustic,Lena,Food Call,Jakob,6,2011-03-22-153940-nm-bf-jakob.arch | Acoustic | Lena | Food Call | Jakob
2011-03-22-153940-nm-bf-jakob.arch,25.6,NA,NA,Acoustic,Lena,Food Call,Jakob,7,2011-03-22-153940-nm-bf-jakob.arch | Acoustic | Lena | Food Call | Jakob
2011-03-22-153940-nm-bf-jakob.arch,29,33.6,4.600000000000001,Behavior,Jakob,Preening,Klara,2,2011-03-22-153940-nm-bf-jakob.arch | Behavior | Jakob | Preening | Klara
2011-03-22-153940-nm-bf-jakob.arch,31.2,NA,NA,Acoustic,Lena,Food Call,Jakob,8,2011-03-22-153940-nm-bf-jakob.arch | Acoustic | Lena | Food Call | Jakob
2011-03-22-153940-nm-bf-jakob.arch,35.2,NA,NA,Acoustic,Lena,Food Call,Jakob,9,2011-03-22-153940-nm-bf-jakob.arch | Acoustic | Lena | Food Call | Jakob
2011-03-22-153940-nm-bf-jakob.arch,37.2,47.2,10,Behavior,Jakob,Touch touch bill,Lena,1,2011-03-22-153940-nm-bf-jakob.arch | Behavior | Jakob | Touch touch bill | Lena
2011-03-22-153940-nm-bf-jakob.arch,37.4,39,1.6000000000000014,Acoustic,Lena,Defensive Calls,Jakob,1,2011-03-22-153940-nm-bf-jakob.arch | Acoustic | Lena | Defensive Calls | Jakob
2011-03-22-153940-nm-bf-jakob.arch,67.6,NA,NA,Acoustic,Lena,Food Call,Jakob,10,2011-03-22-153940-nm-bf-jakob.arch | Acoustic | Lena | Food Call | Jakob
2011-03-22-153940-nm-bf-jakob.arch,80.2,NA,NA,Acoustic,Lena,Food Call,Jakob,11,2011-03-22-153940-nm-bf-jakob.arch | Acoustic | Lena | Food Call | Jakob
2011-03-22-153940-nm-bf-jakob.arch,86,86,0,Contact Sit,Jakob,Terminate Contact sit,Klara,1,2011-03-22-153940-nm-bf-jakob.arch | Contact Sit | Jakob | Terminate Contact sit | Klara
2011-03-22-153940-nm-bf-jakob.arch,240.2,256,15.800000000000011,Behavior,Jakob,Manipulation,NA,1,2011-03-22-153940-nm-bf-jakob.arch | Behavior | Jakob | Manipulation | NA
2011-03-22-153940-nm-bf-jakob.arch,240.2,256,15.800000000000011,Context,Jakob,Small Object Context,NA,1,2011-03-22-153940-nm-bf-jakob.arch | Context | Jakob | Small Object Context | NA
2011-03-22-153940-nm-bf-jakob.arch,240.2,279,38.80000000000001,Ground Level,Jakob,Ground Level,NA,1,2011-03-22-153940-nm-bf-jakob.arch | Ground Level | Jakob | Ground Level | NA
2011-03-22-153940-nm-bf-jakob.arch,264.2,264.8,0.6000000000000227,Behavior,Jakob,Manipulation,NA,2,2011-03-22-153940-nm-bf-jakob.arch | Behavior | Jakob | Manipulation | NA
2011-03-22-153940-nm-bf-jakob.arch,264.2,264.8,0.6000000000000227,Context,Jakob,Small Object Context,NA,2,2011-03-22-153940-nm-bf-jakob.arch | Context | Jakob | Small Object Context | NA
2011-03-22-153940-nm-bf-jakob.arch,271.6,279.6,8,General,Jakob,out of sight,NA,1,2011-03-22-153940-nm-bf-jakob.arch | General | Jakob | out of sight | NA
